Index,URL,CENA,POPLATKY ZA SLUŽBY,POPLATKY ZA ENERGIE,VRATNÁ KAUCE,TYP NABÍDKY,LOKACE,ČÍSLO INZERÁTU,DISPOZICE,STAV,DOSTUPNÉ OD,VLASTNICTVÍ,TYP BUDOVY,PLOCHA,VYBAVENO,PODLAŽÍ,PENB,Internet,Energie,Balkón,Terasa,Sklep,Lodžie,Bezbariérový přístup,Parkování,Výtah,Garáž,MHD,Pošta,Obchod,Banka,Restaurace,Lékárna,Škola,Mateřská škola,Sportoviště,Hřiště
11,https://www.bezrealitky.cz/nemovitosti-byty-domy/773476-nabidka-pronajem-bytu-tr-druzby,7 150 Kč,NaN,NaN,14 300 Kč,PRONÁJEM,"tř. Družby, Karviná-město, Moravskoslezský kraj",773476,3+kk,Dobrý,NaN,Osobní,Cihla,74 m²,NaN,2,D,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,NaN,979 m,211 m,2 209 m,2 209 m,2 491 m,2 112 m,304 m,2 343 m,365 m,2 243 m
12,https://www.bezrealitky.cz/nemovitosti-byty-domy/773118-nabidka-pronajem-bytu-u-krize,6 700 Kč,NaN,NaN,13 400 Kč,PRONÁJEM,"U Kříže, Ostrava - Michálkovice, Moravskoslezský kraj",773118,1+kk,Velmi dobrý,NaN,Osobní,Cihla,33 m²,NaN,2,C,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,158 m,1 790 m,100 m,4 660 m,630 m,2 499 m,374 m,1 738 m,5 740 m,2 470 m
13,https://www.bezrealitky.cz/nemovitosti-byty-domy/773116-nabidka-pronajem-bytu-u-krize,6 650 Kč,NaN,NaN,13 300 Kč,PRONÁJEM,"U Kříže, Ostrava - Michálkovice, Moravskoslezský kraj",773116,1+kk,Velmi dobrý,NaN,Osobní,Cihla,33 m²,NaN,1,C,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,158 m,1 790 m,100 m,4 660 m,630 m,2 499 m,374 m,1 738 m,5 740 m,2 470 m
14,https://www.bezrealitky.cz/nemovitosti-byty-domy/772345-nabidka-pronajem-bytu-generala-svobody,8 150 Kč,NaN,NaN,16 300 Kč,PRONÁJEM,"Generála Svobody, Havířov - Šumbark, Moravskoslezský kraj",772345,3+1,Dobrý,NaN,Osobní,Panel,69 m²,NaN,5,D,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,NaN,213 m,237 m,261 m,1 251 m,739 m,1 958 m,408 m,1 687 m,778 m,156 m
15,https://www.bezrealitky.cz/nemovitosti-byty-domy/772289-nabidka-pronajem-bytu-janackova,9 150 Kč,NaN,NaN,18 300 Kč,PRONÁJEM,"Janáčkova, Havířov-město, Moravskoslezský kraj",772289,3+1,Dobrý,NaN,Osobní,Cihla,72 m²,NaN,5,E,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,293 m,430 m,599 m,670 m,323 m,1 046 m,130 m,381 m,920 m,385 m
16,https://www.bezrealitky.cz/nemovitosti-byty-domy/772268-nabidka-pronajem-bytu-dukelska,7 750 Kč,NaN,NaN,10 690 Kč,PRONÁJEM,"Dukelská, Havířov - Šumbark, Moravskoslezský kraj",772268,3+1,Dobrý,NaN,Osobní,Cihla,70 m²,NaN,1,D,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,298 m,528 m,487 m,1 134 m,724 m,531 m,460 m,1 501 m,735 m,684 m
17,https://www.bezrealitky.cz/nemovitosti-byty-domy/772267-nabidka-pronajem-bytu-jarosova,6 550 Kč,NaN,NaN,13 100 Kč,PRONÁJEM,"Jarošova, Havířov - Šumbark, Moravskoslezský kraj",772267,2+1,Dobrý,NaN,Osobní,Cihla,55 m²,NaN,1,E,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,207 m,524 m,342 m,699 m,309 m,699 m,789 m,731 m,1 500 m,539 m
18,https://www.bezrealitky.cz/nemovitosti-byty-domy/772258-nabidka-pronajem-bytu-janackova,5 850 Kč,NaN,NaN,11 700 Kč,PRONÁJEM,"Janáčkova, Karviná-město, Moravskoslezský kraj",772258,2+1,Dobrý,NaN,Osobní,Cihla,48 m²,NaN,4,E,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,1 391 m,148 m,2 171 m,2 176 m,2 023 m,2 078 m,228 m,2 310 m,747 m,2 210 m
19,https://www.bezrealitky.cz/nemovitosti-byty-domy/771908-nabidka-pronajem-bytu-jana-wericha,8 400 Kč,NaN,NaN,16 800 Kč,PRONÁJEM,"Jana Wericha, Havířov-město, Moravskoslezský kraj",771908,2+1,Dobrý,NaN,Osobní,Cihla,62 m²,NaN,4,F,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,332 m,595 m,494 m,309 m,528 m,773 m,549 m,171 m,695 m,167 m
20,https://www.bezrealitky.cz/nemovitosti-byty-domy/771434-nabidka-pronajem-bytu-hornicka,5 600 Kč,NaN,NaN,11 200 Kč,PRONÁJEM,"Hornická, Havířov - Prostřední Suchá, Moravskoslezský kraj",771434,1+1,Dobrý,NaN,Osobní,Cihla,32 m²,NaN,1,E,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,212 m,793 m,674 m,1 385 m,1 471 m,1 340 m,707 m,685 m,1 805 m,1 500 m
21,https://www.bezrealitky.cz/nemovitosti-byty-domy/771415-nabidka-pronajem-bytu-delnicka,9 300 Kč,NaN,NaN,18 600 Kč,PRONÁJEM,"Dělnická, Havířov-město, Moravskoslezský kraj",771415,3+kk,Dobrý,NaN,Osobní,Cihla,78 m²,NaN,5,E,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,75 m,434 m,235 m,76 m,409 m,357 m,724 m,492 m,293 m,542 m
22,https://www.bezrealitky.cz/nemovitosti-byty-domy/771283-nabidka-pronajem-bytu-vystavni,8 150 Kč,NaN,NaN,16 300 Kč,PRONÁJEM,"Výstavní, Ostrava - Mariánské Hory, Moravskoslezský kraj",771283,2+1,Velmi dobrý,NaN,Osobní,Cihla,56 m²,NaN,2,D,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,NaN,310 m,1 448 m,372 m,933 m,720 m,764 m,738 m,695 m,1 138 m,796 m
23,https://www.bezrealitky.cz/nemovitosti-byty-domy/771259-nabidka-pronajem-bytu-na-nabrezi,10 300 Kč,NaN,NaN,20 600 Kč,PRONÁJEM,"Na Nábřeží, Havířov-město, Moravskoslezský kraj",771259,3+1,Dobrý,NaN,Osobní,Cihla,72 m²,NaN,3,E,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,497 m,534 m,290 m,305 m,396 m,488 m,688 m,422 m,1 375 m,127 m
24,https://www.bezrealitky.cz/nemovitosti-byty-domy/771258-nabidka-pronajem-bytu-17-listopadu,7 350 Kč,NaN,NaN,14 700 Kč,PRONÁJEM,"17. listopadu, Havířov-město, Moravskoslezský kraj",771258,2+1,Velmi dobrý,NaN,Osobní,Panel,52 m²,NaN,5,C,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,NaN,169 m,759 m,248 m,572 m,327 m,392 m,593 m,1 919 m,1 509 m,520 m
25,https://www.bezrealitky.cz/nemovitosti-byty-domy/771013-nabidka-pronajem-bytu-havanska,9 400 Kč,NaN,NaN,18 800 Kč,PRONÁJEM,"Havanská, Ostrava - Poruba, Moravskoslezský kraj",771013,2+1,Dobrý,NaN,Osobní,Cihla,59 m²,NaN,3,E,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,170 m,240 m,121 m,89 m,161 m,212 m,561 m,299 m,823 m,158 m
26,https://www.bezrealitky.cz/nemovitosti-byty-domy/770930-nabidka-pronajem-bytu-hornicka,5 900 Kč,NaN,NaN,11 800 Kč,PRONÁJEM,"Hornická, Český Těšín, Moravskoslezský kraj",770930,1+kk,Velmi dobrý,NaN,Osobní,Panel,28 m²,NaN,13,D,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,NaN,367 m,482 m,48 m,1 631 m,415 m,570 m,257 m,180 m,330 m,150 m
27,https://www.bezrealitky.cz/nemovitosti-byty-domy/770888-nabidka-pronajem-bytu-kpt-nalepky,6 900 Kč,NaN,NaN,13 800 Kč,PRONÁJEM,"Kpt. Nálepky, Orlová - Poruba u Orlové, Moravskoslezský kraj",770888,3+1,Velmi dobrý,NaN,Osobní,Cihla,62 m²,NaN,1,C,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,NaN,275 m,1 105 m,410 m,2 002 m,1 179 m,1 341 m,678 m,1 828 m,2 220 m,2 513 m
28,https://www.bezrealitky.cz/nemovitosti-byty-domy/770234-nabidka-pronajem-bytu-ceskoslovenske-armady,8 150 Kč,NaN,NaN,16 300 Kč,PRONÁJEM,"Československé armády, Havířov-město, Moravskoslezský kraj",770234,3+1,Dobrý,NaN,Osobní,Cihla,67 m²,NaN,4,E,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,124 m,487 m,347 m,101 m,441 m,623 m,558 m,120 m,820 m,412 m
29,https://www.bezrealitky.cz/nemovitosti-byty-domy/770122-nabidka-pronajem-bytu-tr-osvobozeni,6 900 Kč,NaN,NaN,13 800 Kč,PRONÁJEM,"tř. Osvobození, Karviná-město, Moravskoslezský kraj",770122,3+1,Dobrý,NaN,Osobní,Cihla,72 m²,NaN,3,E,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,NaN,NaN,1 035 m,225 m,1 915 m,1 915 m,1 761 m,2 415 m,582 m,2 646 m,592 m,1 949 m
30,https://www.bezrealitky.cz/nemovitosti-byty-domy/770007-nabidka-pronajem-bytu-tr-osvobozeni,6 200 Kč,NaN,NaN,9 280 Kč,PRONÁJEM,"tř. Osvobození, Karviná-město, Moravskoslezský kraj",770007,2+1,Velmi dobrý,NaN,Osobní,Panel,54 m²,NaN,5,C,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,598 m,315 m,392 m,397 m,441 m,1 694 m,316 m,1 912 m,753 m,1 114 m
31,https://www.bezrealitky.cz/nemovitosti-byty-domy/769780-nabidka-pronajem-bytu-vardasova,4 900 Kč,NaN,NaN,9 800 Kč,PRONÁJEM,"Vardasova, Havířov-město, Moravskoslezský kraj",769780,1+kk,Dobrý,NaN,Osobní,Cihla,23 m²,NaN,3,E,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,118 m,478 m,279 m,169 m,501 m,401 m,796 m,455 m,385 m,450 m
32,https://www.bezrealitky.cz/nemovitosti-byty-domy/769658-nabidka-pronajem-bytu-kosmonautu,7 250 Kč,NaN,NaN,14 500 Kč,PRONÁJEM,"Kosmonautů, Karviná - Ráj, Moravskoslezský kraj",769658,2+1,Velmi dobrý,NaN,Osobní,Panel,48 m²,NaN,3,D,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,959 m,330 m,427 m,1 173 m,2 447 m,2 455 m,459 m,1 477 m,2 097 m,1 323 m
33,https://www.bezrealitky.cz/nemovitosti-byty-domy/769651-nabidka-pronajem-bytu-kosmonautu,7 900 Kč,NaN,NaN,15 800 Kč,PRONÁJEM,"Kosmonautů, Karviná - Ráj, Moravskoslezský kraj",769651,3+1,Velmi dobrý,NaN,Osobní,Panel,69 m²,NaN,1,D,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,1 864 m,464 m,561 m,1 307 m,1 687 m,2 589 m,593 m,1 611 m,2 231 m,1 457 m
34,https://www.bezrealitky.cz/nemovitosti-byty-domy/769200-nabidka-pronajem-bytu-nadacni,8 500 Kč,NaN,NaN,17 000 Kč,PRONÁJEM,"Nadační, Ostrava - Kunčičky, Moravskoslezský kraj",769200,2+kk,Velmi dobrý,NaN,Osobní,Cihla,43 m²,NaN,1,E,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,277 m,1 972 m,1 518 m,3 536 m,2 595 m,2 215 m,1 093 m,3 549 m,3 535 m,4 060 m
35,https://www.bezrealitky.cz/nemovitosti-byty-domy/755256-nabidka-pronajem-bytu-k-barrandovu-praha,17 000 Kč,2 000 Kč,NaN,8 000 Kč,PRONÁJEM,"K Barrandovu, Praha - Hlubočepy",755256,2+kk,Novostavba,7. 12. 2022,NaN,Nízkoenergetický,39 m²,Částečně,2,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,146 m,482 m,209 m,1 906 m,346 m,1 755 m,98 m,610 m,249 m,139 m
36,https://www.bezrealitky.cz/nemovitosti-byty-domy/768925-nabidka-pronajem-bytu-dukelska,7 900 Kč,NaN,NaN,15 800 Kč,PRONÁJEM,"Dukelská, Havířov - Šumbark, Moravskoslezský kraj",768925,3+1,Dobrý,NaN,Osobní,Cihla,70 m²,NaN,2,D,1.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,NaN,NaN,298 m,528 m,487 m,1 134 m,724 m,531 m,460 m,1 501 m,735 m,684 m
37,https://www.bezrealitky.cz/nemovitosti-byty-domy/768650-nabidka-pronajem-bytu-anglicka,6 950 Kč,NaN,NaN,13 900 Kč,PRONÁJEM,"Anglická, Havířov - Šumbark, Moravskoslezský kraj",768650,2+1,Dobrý,NaN,Osobní,Cihla,57 m²,NaN,4,E,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,NaN,55 m,446 m,255 m,890 m,514 m,448 m,488 m,661 m,1 165 m,452 m
38,https://www.bezrealitky.cz/nemovitosti-byty-domy/768407-nabidka-pronajem-bytu-senovska,7 950 Kč,NaN,NaN,15 900 Kč,PRONÁJEM,"Šenovská, Havířov - Šumbark, Moravskoslezský kraj",768407,3+1,Dobrý,NaN,Osobní,Cihla,68 m²,NaN,3,D,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,NaN,135 m,490 m,244 m,1 092 m,686 m,492 m,502 m,1 288 m,1 208 m,442 m
39,https://www.bezrealitky.cz/nemovitosti-byty-domy/767981-nabidka-pronajem-bytu-hornicka,6 400 Kč,NaN,NaN,12 800 Kč,PRONÁJEM,"Hornická, Havířov - Prostřední Suchá, Moravskoslezský kraj",767981,1+1,Dobrý,NaN,Osobní,Panel,39 m²,NaN,2,E,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,243 m,825 m,637 m,1 416 m,1 502 m,1 371 m,682 m,648 m,1 836 m,1 531 m
40,https://www.bezrealitky.cz/nemovitosti-byty-domy/767646-nabidka-pronajem-bytu-korenskeho,6 900 Kč,NaN,NaN,13 800 Kč,PRONÁJEM,"Kořenského, Karviná-město, Moravskoslezský kraj",767646,3+1,Velmi dobrý,NaN,Osobní,Panel,69 m²,NaN,4,D,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,NaN,682 m,404 m,476 m,482 m,525 m,1 789 m,233 m,2 007 m,833 m,1 208 m
41,https://www.bezrealitky.cz/nemovitosti-byty-domy/597951-nabidka-pronajem-bytu-k-linde-satalice,10 000 Kč,500 Kč,3 000 Kč,10 000 Kč,PRONÁJEM,"K Lindě, Praha - Satalice",597951,Garsoniéra,Velmi dobrý,1. 5. 2023,Osobní,Cihla,31 m²,NaN,2,C,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73 m,699 m,676 m,5 901 m,2 m,1 414 m,790 m,813 m,668 m,763 m
42,https://www.bezrealitky.cz/nemovitosti-byty-domy/766867-nabidka-pronajem-bytu-nerudova,7 000 Kč,NaN,NaN,14 000 Kč,PRONÁJEM,"Nerudova, Havířov-město, Moravskoslezský kraj",766867,2+1,Dobrý,NaN,Osobní,Cihla,49 m²,NaN,4,E,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,251 m,514 m,413 m,228 m,556 m,692 m,667 m,300 m,964 m,353 m
43,https://www.bezrealitky.cz/nemovitosti-byty-domy/775958-nabidka-pronajem-bytu-merunkova-usti-nad-labem,11 000 Kč,2 700 Kč,1 200 Kč,24 000 Kč,PRONÁJEM,"Meruňková, Ústí nad Labem, Ústecký kraj",775958,2+1,Novostavba,1. 6. 2023,Osobní,Panel,60 m²,Částečně,3,A,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,75 m,333 m,192 m,2 854 m,806 m,235 m,397 m,1 564 m,2 353 m,305 m
44,https://www.bezrealitky.cz/nemovitosti-byty-domy/766095-nabidka-pronajem-bytu-sokolska-trida,9 950 Kč,NaN,NaN,19 900 Kč,PRONÁJEM,"Sokolská třída, Moravská Ostrava, Moravskoslezský kraj",766095,3+kk,Dobrý,NaN,Osobní,Panel,71 m²,NaN,9,D,1.0,1.0,1.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,179 m,527 m,274 m,427 m,176 m,605 m,642 m,647 m,395 m,346 m
45,https://www.bezrealitky.cz/nemovitosti-byty-domy/765850-nabidka-pronajem-bytu-dvorakova,6 350 Kč,NaN,NaN,12 700 Kč,PRONÁJEM,"Dvořákova, Karviná-město, Moravskoslezský kraj",765850,2+1,Dobrý,NaN,Osobní,Cihla,66 m²,NaN,5,E,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,1 205 m,176 m,1 458 m,1 458 m,1 305 m,1 883 m,539 m,2 114 m,418 m,1 492 m
46,https://www.bezrealitky.cz/nemovitosti-byty-domy/765774-nabidka-pronajem-bytu-1-maje,9 850 Kč,NaN,NaN,19 700 Kč,PRONÁJEM,"1. máje, Havířov-město, Moravskoslezský kraj",765774,3+1,Dobrý,NaN,Osobní,Panel,70 m²,NaN,1,D,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,NaN,146 m,524 m,155 m,160 m,103 m,192 m,673 m,1 253 m,843 m,434 m
47,https://www.bezrealitky.cz/nemovitosti-byty-domy/765139-nabidka-pronajem-bytu-nerudova,5 900 Kč,NaN,NaN,11 800 Kč,PRONÁJEM,"Nerudova, Havířov-město, Moravskoslezský kraj",765139,1+kk,Dobrý,NaN,Osobní,Cihla,33 m²,NaN,5,E,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,411 m,565 m,574 m,388 m,458 m,754 m,474 m,96 m,705 m,92 m
48,https://www.bezrealitky.cz/nemovitosti-byty-domy/765138-nabidka-pronajem-bytu-nerudova,6 400 Kč,NaN,NaN,12 800 Kč,PRONÁJEM,"Nerudova, Havířov-město, Moravskoslezský kraj",765138,1+kk,Dobrý,NaN,Osobní,Cihla,33 m²,NaN,5,E,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,411 m,565 m,574 m,388 m,458 m,754 m,474 m,96 m,705 m,92 m
49,https://www.bezrealitky.cz/nemovitosti-byty-domy/764390-nabidka-pronajem-bytu-sokolovska,9 000 Kč,NaN,NaN,18 000 Kč,PRONÁJEM,"Sokolovská, Ostrava - Poruba-sever, Moravskoslezský kraj",764390,2+1,Dobrý,NaN,Osobní,Panel,52 m²,NaN,4,C,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,213 m,563 m,401 m,521 m,358 m,420 m,36 m,421 m,1 704 m,500 m
50,https://www.bezrealitky.cz/nemovitosti-byty-domy/763810-nabidka-pronajem-bytu-komenskeho,10 250 Kč,NaN,NaN,20 500 Kč,PRONÁJEM,"Komenského, Ostrava - Poruba, Moravskoslezský kraj",763810,3+1,Dobrý,NaN,Osobní,Cihla,73 m²,NaN,5,D,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,203 m,299 m,187 m,137 m,253 m,329 m,379 m,451 m,1 831 m,322 m
51,https://www.bezrealitky.cz/nemovitosti-byty-domy/763713-nabidka-pronajem-bytu-hlavni-trida,9 900 Kč,NaN,NaN,19 800 Kč,PRONÁJEM,"Hlavní třída, Ostrava - Poruba, Moravskoslezský kraj",763713,2+1,Dobrý,NaN,Osobní,Cihla,84 m²,NaN,3,E,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,62 m,287 m,72 m,132 m,52 m,103 m,554 m,397 m,1 185 m,266 m
52,https://www.bezrealitky.cz/nemovitosti-byty-domy/762422-nabidka-pronajem-bytu-kapitana-jasioka,7 900 Kč,NaN,NaN,12 830 Kč,PRONÁJEM,"Kapitána Jasioka, Havířov - Prostřední Suchá, Moravskoslezský kraj",762422,3+1,Dobrý,NaN,Osobní,Cihla,70 m²,NaN,2,E,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,NaN,136 m,460 m,337 m,1 537 m,1 623 m,1 492 m,340 m,348 m,1 957 m,1 652 m
53,https://www.bezrealitky.cz/nemovitosti-byty-domy/762213-nabidka-pronajem-bytu-havlickovo-namesti,11 700 Kč,NaN,NaN,23 400 Kč,PRONÁJEM,"Havlíčkovo náměstí, Ostrava - Poruba, Moravskoslezský kraj",762213,3+1,Dobrý,NaN,Osobní,Cihla,72 m²,NaN,1,E,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,271 m,659 m,193 m,508 m,219 m,437 m,486 m,402 m,766 m,76 m
54,https://www.bezrealitky.cz/nemovitosti-byty-domy/762136-nabidka-pronajem-bytu-klidna,7 150 Kč,NaN,NaN,14 300 Kč,PRONÁJEM,"Klidná, Havířov-město, Moravskoslezský kraj",762136,2+1,Velmi dobrý,NaN,Osobní,Panel,52 m²,NaN,4,E,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,216 m,1 090 m,12 m,701 m,392 m,684 m,1 494 m,1 599 m,1 944 m,647 m
55,https://www.bezrealitky.cz/nemovitosti-byty-domy/762135-nabidka-pronajem-bytu-hlavni-trida,9 000 Kč,NaN,NaN,18 000 Kč,PRONÁJEM,"Hlavní třída, Havířov-město, Moravskoslezský kraj",762135,3+kk,Dobrý,NaN,Osobní,Cihla,78 m²,NaN,5,E,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,146 m,405 m,397 m,124 m,405 m,645 m,517 m,196 m,876 m,435 m
