Index,URL,CENA,POPLATKY ZA SLUŽBY,POPLATKY ZA ENERGII,VRATNÁ KAUCE,TYP NABÍDKY,LOKACE,ČÍSLO INZERÁTU,DISPOZICE,STAV,DOSTUPNÉ OD,VLASTNICTVÍ,TYP BUDOVY,PLOCHA,VYBAVENO,PODLAŽÍ,PENB,Internet,Energie,Balkón,Terasa,Sklep,Lodžie,Bezbariérový přístup,Parkování,Výtah,Garáž,MHD,Pošta,Obchod,Banka,Restaurace,Lékárna,Škola,Mateřská škola,Sportoviště,Hřiště
11,https://www.bezrealitky.cz/nemovitosti-byty-domy/761068-nabidka-prodej-bytu-havanska-ostrava,3 239 000 Kč,NaN,NaN,NaN,PRODEJ,"Havanská, Ostrava - Poruba, Moravskoslezský kraj",761068,3+kk,Velmi dobrý,NaN,Družstevní,Cihla,63 m²,Nevybaveno,NaN,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,https://www.bezrealitky.cz/nemovitosti-byty-domy/761062-nabidka-prodej-bytu-skalkova-chomutov,1 219 790 Kč,NaN,NaN,NaN,PRODEJ,"Skalková, Chomutov I, Ústecký kraj",761062,3+kk,Dobrý,NaN,Družstevní,Panel,61 m²,Částečně,6,NaN,1.0,1.0,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,308 m,328 m,398 m,2 283 m,748 m,531 m,220 m,2 439 m,1 299 m,240 m
13,https://www.bezrealitky.cz/nemovitosti-byty-domy/761028-nabidka-prodej-bytu-albrechticka-most,1 990 000 Kč,NaN,NaN,NaN,PRODEJ,"Albrechtická, Most II, Ústecký kraj",761028,4+1,Dobrý,NaN,Družstevní,Panel,85 m²,Nevybaveno,2,NaN,1.0,1.0,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,499 m,810 m,1 593 m,1 925 m,807 m,1 719 m,627 m,155 m,2 661 m,2 286 m
14,https://www.bezrealitky.cz/nemovitosti-byty-domy/761020-nabidka-prodej-bytu-prazska-lubenec,980 000 Kč,NaN,NaN,NaN,PRODEJ,"Pražská, Lubenec, Ústecký kraj",761020,3+1,Špatný,NaN,Osobní,Cihla,59 m²,Částečně,1,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,48 m,370 m,9 042 m,NaN,9 006 m,87 m,NaN,NaN,8 845 m,711 m
15,https://www.bezrealitky.cz/nemovitosti-byty-domy/760931-nabidka-prodej-bytu-milana-fialy-ostrava,2 420 000 Kč,NaN,NaN,NaN,PRODEJ,"Milana Fialy, Ostrava - Dubina u Ostravy, Moravskoslezský kraj",760931,3+1,Dobrý,NaN,Družstevní,Panel,74 m²,Vybaveno,7,NaN,1.0,1.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,340 m,1 424 m,462 m,2 187 m,509 m,587 m,3 575 m,258 m,196 m,13 m
16,https://www.bezrealitky.cz/nemovitosti-byty-domy/760914-nabidka-prodej-bytu-lochotinska-plzen,5 742 000 Kč,NaN,NaN,NaN,PRODEJ,"Lochotínská, Plzeň, Plzeňský kraj",760914,Ostatní,Ve výstavbě,NaN,Osobní,Cihla,244 m²,Částečně,2,NaN,1.0,1.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NaN,422 m,829 m,588 m,709 m,424 m,624 m,625 m,2 315 m,801 m,408 m
17,https://www.bezrealitky.cz/nemovitosti-byty-domy/760893-nabidka-prodej-bytu-jirkovska-chomutov,1 199 000 Kč,NaN,NaN,NaN,PRODEJ,"Jirkovská, Chomutov I, Ústecký kraj",760893,2+1,Velmi dobrý,NaN,Družstevní,Panel,61 m²,Částečně,1,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,234 m,735 m,390 m,2 088 m,388 m,594 m,208 m,2 278 m,118 m,230 m
18,https://www.bezrealitky.cz/nemovitosti-byty-domy/760890-nabidka-prodej-bytu-presticka-plzen,4 129 000 Kč,NaN,NaN,NaN,PRODEJ,"Přeštická, Plzeň, Plzeňský kraj",760890,2+1,Dobrý,NaN,Osobní,Cihla,80 m²,Nevybaveno,2,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,NaN,61 m,553 m,444 m,556 m,271 m,397 m,373 m,832 m,435 m,84 m
19,https://www.bezrealitky.cz/nemovitosti-byty-domy/760867-nabidka-prodej-bytu-zavodni-karlovy-vary,1 484 000 Kč,NaN,NaN,NaN,PRODEJ,"Závodní, Karlovy Vary - Dvory, Karlovarský kraj",760867,1+kk,Velmi dobrý,NaN,Osobní,Cihla,30 m²,Částečně,1,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,179 m,1 510 m,559 m,567 m,109 m,614 m,2 862 m,2 370 m,1 011 m,1 003 m
20,https://www.bezrealitky.cz/nemovitosti-byty-domy/760861-nabidka-prodej-bytu-svahova-chomutov,1 265 000 Kč,NaN,NaN,NaN,PRODEJ,"Svahová, Chomutov II, Ústecký kraj",760861,1+1,Velmi dobrý,NaN,Družstevní,Panel,39 m²,Vybaveno,5,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,364 m,788 m,1 504 m,2 989 m,524 m,1 289 m,593 m,2 775 m,2 077 m,382 m
21,https://www.bezrealitky.cz/nemovitosti-byty-domy/760844-nabidka-prodej-bytu-9-kvetna-policka,3 680 000 Kč,NaN,NaN,NaN,PRODEJ,"9. května, Polička, Pardubický kraj",760844,3+1,Dobrý,NaN,Osobní,Cihla,64 m²,Částečně,3,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,979 m,646 m,482 m,400 m,371 m,453 m,226 m,540 m,474 m,346 m
22,https://www.bezrealitky.cz/nemovitosti-byty-domy/760841-nabidka-prodej-bytu-asejevova-ostrava,2 249 000 Kč,NaN,NaN,NaN,PRODEJ,"Asejevova, Ostrava - Zábřeh nad Odrou, Moravskoslezský kraj",760841,2+1,Velmi dobrý,NaN,Družstevní,Cihla,53 m²,Částečně,2,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,274 m,216 m,106 m,1 219 m,270 m,182 m,205 m,306 m,676 m,343 m
23,https://www.bezrealitky.cz/nemovitosti-byty-domy/760840-nabidka-prodej-bytu-plzenska-marianske-lazne,2 799 000 Kč,NaN,NaN,NaN,PRODEJ,"Plzeňská, Mariánské Lázně - Úšovice, Karlovarský kraj",760840,3+1,Velmi dobrý,NaN,Osobní,Cihla,65 m²,Částečně,1,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,12 m,1 590 m,158 m,698 m,132 m,1 002 m,624 m,582 m,1 537 m,268 m
24,https://www.bezrealitky.cz/nemovitosti-byty-domy/760839-nabidka-prodej-bytu-labska-decin,3 650 000 Kč,NaN,NaN,NaN,PRODEJ,"Labská, Děčín, Ústecký kraj",760839,3+1,Velmi dobrý,NaN,Osobní,Panel,67 m²,Částečně,5,NaN,1.0,1.0,NaN,NaN,1.0,1.0,NaN,1.0,NaN,NaN,383 m,1 972 m,472 m,393 m,478 m,311 m,821 m,990 m,572 m,714 m
25,https://www.bezrealitky.cz/nemovitosti-byty-domy/760824-nabidka-prodej-bytu-cholevova-ostrava,1 990 000 Kč,NaN,NaN,NaN,PRODEJ,"Cholevova, Ostrava - Hrabůvka, Moravskoslezský kraj",760824,2+kk,Velmi dobrý,NaN,Družstevní,Panel,45 m²,Nevybaveno,3,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,357 m,614 m,416 m,505 m,579 m,489 m,515 m,77 m,2 530 m,267 m
26,https://www.bezrealitky.cz/nemovitosti-byty-domy/760820-nabidka-prodej-bytu-mostek,900 000 Kč,NaN,NaN,NaN,PRODEJ,"Mostek - Debrné u Mostku, Královéhradecký kraj",760820,3+kk,Špatný,NaN,Osobní,Cihla,82 m²,Částečně,2,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,70 m,2 825 m,4 803 m,6 396 m,4 843 m,6 700 m,4 338 m,6 373 m,1 225 m,7 785 m
27,https://www.bezrealitky.cz/nemovitosti-byty-domy/760770-nabidka-prodej-bytu-slovanska-liberec,2 500 000 Kč,NaN,NaN,NaN,PRODEJ,"Slovanská, Liberec - Vesec u Liberce, Liberecký kraj",760770,1+kk,Dobrý,NaN,Osobní,Cihla,30 m²,Částečně,NaN,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,https://www.bezrealitky.cz/nemovitosti-byty-domy/760755-nabidka-prodej-bytu-tolsteho-usti-nad-labem,2 250 000 Kč,NaN,NaN,NaN,PRODEJ,"Tolstého, Ústí nad Labem - Střekov, Ústecký kraj",760755,4+1,Velmi dobrý,NaN,Osobní,Panel,66 m²,Částečně,3,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,257 m,1 282 m,1 581 m,2 531 m,351 m,2 942 m,1 621 m,1 348 m,2 670 m,2 593 m
29,https://www.bezrealitky.cz/nemovitosti-byty-domy/760751-nabidka-prodej-bytu-jana-zizky-jince,3 111 000 Kč,NaN,NaN,NaN,PRODEJ,"Jana Žižky, Jince, Středočeský kraj",760751,3+1,Velmi dobrý,NaN,Osobní,Cihla,70 m²,Částečně,2,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,289 m,524 m,231 m,9 718 m,826 m,663 m,734 m,380 m,353 m,367 m
30,https://www.bezrealitky.cz/nemovitosti-byty-domy/760743-nabidka-prodej-bytu-touzimska-plzen,4 090 000 Kč,NaN,NaN,NaN,PRODEJ,"Toužimská, Plzeň - Bolevec, Plzeňský kraj",760743,3+1,Velmi dobrý,NaN,Osobní,Panel,68 m²,Částečně,8,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,224 m,817 m,822 m,931 m,1 356 m,428 m,661 m,1 061 m,755 m,70 m
31,https://www.bezrealitky.cz/nemovitosti-byty-domy/760722-nabidka-prodej-bytu-sladkovskeho-pardubice,8 790 000 Kč,NaN,NaN,NaN,PRODEJ,"Sladkovského, Pardubice, Pardubický kraj",760722,4+1,Velmi dobrý,NaN,Osobní,Cihla,115 m²,Vybaveno,5,NaN,1.0,1.0,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,106 m,243 m,115 m,200 m,213 m,166 m,328 m,826 m,448 m,443 m
32,https://www.bezrealitky.cz/nemovitosti-byty-domy/760696-nabidka-prodej-bytu-polska-kladno,4 800 000 Kč,NaN,NaN,NaN,PRODEJ,"Polská, Kladno - Kročehlavy, Středočeský kraj",760696,3+kk,Velmi dobrý,NaN,Osobní,Panel,68 m²,Částečně,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,170 m,653 m,675 m,1 681 m,779 m,336 m,357 m,96 m,1 167 m,804 m
33,https://www.bezrealitky.cz/nemovitosti-byty-domy/760650-nabidka-prodej-bytu-brustkova-ostrava,2 500 000 Kč,NaN,NaN,NaN,PRODEJ,"Břustkova, Ostrava - Výškovice u Ostravy, Moravskoslezský kraj",760650,3+1,Velmi dobrý,NaN,Družstevní,Panel,74 m²,Nevybaveno,NaN,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34,https://www.bezrealitky.cz/nemovitosti-byty-domy/760617-nabidka-prodej-bytu-matuskova-havirov,1 490 000 Kč,NaN,NaN,NaN,PRODEJ,"Matuškova, Havířov-město, Moravskoslezský kraj",760617,2+kk,Velmi dobrý,NaN,Osobní,Panel,37 m²,Nevybaveno,2,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,214 m,778 m,343 m,283 m,152 m,314 m,394 m,1 327 m,637 m,535 m
35,https://www.bezrealitky.cz/nemovitosti-byty-domy/760606-nabidka-prodej-bytu-nove-syrovice,2 619 000 Kč,NaN,NaN,NaN,PRODEJ,"Nové Syrovice, Kraj Vysočina",760606,1+kk,Velmi dobrý,NaN,Obecní,Cihla,63 m²,Vybaveno,1,NaN,1.0,1.0,NaN,1.0,NaN,NaN,NaN,1.0,NaN,NaN,135 m,584 m,4 709 m,NaN,5 847 m,4 709 m,5 635 m,NaN,8 182 m,6 722 m
36,https://www.bezrealitky.cz/nemovitosti-byty-domy/760605-nabidka-prodej-bytu-nove-syrovice,2 934 000 Kč,NaN,NaN,NaN,PRODEJ,"Nové Syrovice, Kraj Vysočina",760605,2+kk,Velmi dobrý,NaN,Obecní,Cihla,63 m²,Vybaveno,2,NaN,1.0,1.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,135 m,584 m,4 709 m,NaN,5 847 m,4 709 m,5 635 m,NaN,8 182 m,6 722 m
37,https://www.bezrealitky.cz/nemovitosti-byty-domy/760604-nabidka-prodej-bytu-nove-syrovice,3 633 000 Kč,NaN,NaN,NaN,PRODEJ,"Nové Syrovice, Kraj Vysočina",760604,3+kk,Velmi dobrý,NaN,Obecní,Cihla,114 m²,Nevybaveno,2,NaN,1.0,1.0,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,135 m,584 m,4 709 m,NaN,5 847 m,4 709 m,5 635 m,NaN,8 182 m,6 722 m
38,https://www.bezrealitky.cz/nemovitosti-byty-domy/760488-nabidka-prodej-bytu-havlickova-cercany,4 950 000 Kč,NaN,NaN,NaN,PRODEJ,"Havlíčkova, Čerčany, Středočeský kraj",760488,3+1,Velmi dobrý,NaN,Družstevní,Panel,75 m²,Vybaveno,2,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,608 m,468 m,439 m,12 174 m,483 m,1 021 m,384 m,512 m,1 142 m,634 m
39,https://www.bezrealitky.cz/nemovitosti-byty-domy/760376-nabidka-prodej-bytu-brezenecka-chomutov,1 999 000 Kč,NaN,NaN,NaN,PRODEJ,"Březenecká, Chomutov I, Ústecký kraj",760376,3+1,Velmi dobrý,NaN,Osobní,Panel,70 m²,Nevybaveno,1,NaN,1.0,1.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,155 m,401 m,104 m,2 015 m,1 678 m,601 m,348 m,266 m,597 m,2 324 m
40,https://www.bezrealitky.cz/nemovitosti-byty-domy/760372-nabidka-prodej-bytu-korandova-plzen,2 450 000 Kč,NaN,NaN,NaN,PRODEJ,"Korandova, Plzeň, Plzeňský kraj",760372,1+1,Dobrý,NaN,Osobní,Cihla,52 m²,Částečně,3,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,257 m,1 205 m,261 m,597 m,389 m,369 m,267 m,729 m,474 m,691 m
41,https://www.bezrealitky.cz/nemovitosti-byty-domy/760360-nabidka-prodej-bytu-vnitrni-orlova,1 100 000 Kč,NaN,NaN,NaN,PRODEJ,"Vnitřní, Orlová - Horní Lutyně, Moravskoslezský kraj",760360,3+1,Ve výstavbě,NaN,Družstevní,Panel,62 m²,Nevybaveno,NaN,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42,https://www.bezrealitky.cz/nemovitosti-byty-domy/760341-nabidka-prodej-bytu-u-hriste-velky-osek,2 990 000 Kč,NaN,NaN,NaN,PRODEJ,"U hřiště, Velký Osek, Středočeský kraj",760341,1+kk,Velmi dobrý,NaN,Osobní,Cihla,38 m²,Částečně,NaN,NaN,1.0,1.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43,https://www.bezrealitky.cz/nemovitosti-byty-domy/760324-nabidka-prodej-bytu-machova-strakonice,3 160 000 Kč,NaN,NaN,NaN,PRODEJ,"Máchova, Strakonice, Jihočeský kraj",760324,3+1,Dobrý,NaN,Osobní,Panel,66 m²,Částečně,NaN,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44,https://www.bezrealitky.cz/nemovitosti-byty-domy/760316-nabidka-prodej-bytu-spc-s-krnov,1 900 000 Kč,NaN,NaN,NaN,PRODEJ,"SPC S, Krnov - Opavské Předměstí, Moravskoslezský kraj",760316,2+1,Velmi dobrý,NaN,Osobní,Panel,60 m²,Nevybaveno,5,NaN,1.0,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,NaN,27 m,1 942 m,427 m,1 879 m,1 936 m,681 m,1 191 m,2 851 m,3 003 m,752 m
45,https://www.bezrealitky.cz/nemovitosti-byty-domy/760314-nabidka-prodej-bytu-nadrazni-schody-zatec,2 621 000 Kč,NaN,NaN,NaN,PRODEJ,"Nádražní schody, Žatec, Ústecký kraj",760314,2+1,Dobrý,NaN,Osobní,Ostatní,62 m²,Částečně,2,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,175 m,983 m,725 m,511 m,267 m,381 m,528 m,451 m,1 192 m,1 169 m
46,https://www.bezrealitky.cz/nemovitosti-byty-domy/760301-nabidka-prodej-bytu-jana-opletala-vrchlabi,2 480 000 Kč,NaN,NaN,NaN,PRODEJ,"Jana Opletala, Vrchlabí - Podhůří-Harta, Královéhradecký kraj",760301,3+1,Špatný,NaN,Osobní,Ostatní,79 m²,Částečně,2,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,96 m,564 m,3 230 m,3 712 m,2 675 m,3 518 m,424 m,3 655 m,4 400 m,4 207 m
47,https://www.bezrealitky.cz/nemovitosti-byty-domy/760286-nabidka-prodej-bytu-u-skoly-jablonne-v-podjestedi,2 230 000 Kč,NaN,NaN,NaN,PRODEJ,"U Školy, Jablonné v Podještědí - Markvartice v Podještědí, Liberecký kraj",760286,2+1,Velmi dobrý,NaN,Osobní,Panel,60 m²,Částečně,2,NaN,1.0,1.0,NaN,NaN,1.0,1.0,NaN,1.0,NaN,NaN,96 m,722 m,114 m,567 m,815 m,736 m,205 m,122 m,195 m,5 103 m
48,https://www.bezrealitky.cz/nemovitosti-byty-domy/760210-nabidka-prodej-bytu-bukovany,780 000 Kč,NaN,NaN,NaN,PRODEJ,"Bukovany u Sokolova, Karlovarský kraj",760210,2+1,Dobrý,NaN,Obecní,Cihla,52 m²,Částečně,4,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3 847 m,231 m,5 231 m,6 948 m,4 630 m,4 732 m,6 866 m,7 513 m,8 733 m,4 478 m
49,https://www.bezrealitky.cz/nemovitosti-byty-domy/760176-nabidka-prodej-bytu-slunecna-nyrany,3 250 000 Kč,NaN,NaN,NaN,PRODEJ,"Slunečná, Nýřany, Plzeňský kraj",760176,3+1,Velmi dobrý,NaN,Osobní,Panel,69 m²,Částečně,6,NaN,1.0,1.0,NaN,NaN,1.0,1.0,NaN,NaN,NaN,NaN,407 m,1 404 m,66 m,1 406 m,1 358 m,4 671 m,4 890 m,4 684 m,1 563 m,1 942 m
50,https://www.bezrealitky.cz/nemovitosti-byty-domy/760129-nabidka-prodej-bytu-ruska-teplice,819 000 Kč,NaN,NaN,NaN,PRODEJ,"Ruská, Teplice, Ústecký kraj",760129,1+1,Velmi dobrý,NaN,Družstevní,Ostatní,29 m²,Nevybaveno,NaN,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,https://www.bezrealitky.cz/nemovitosti-byty-domy/760070-nabidka-prodej-bytu-pratelstvi-cheb,2 520 000 Kč,NaN,NaN,NaN,PRODEJ,"Přátelství, Cheb, Karlovarský kraj",760070,3+1,Dobrý,NaN,Osobní,Panel,67 m²,Částečně,10,NaN,1.0,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1 m,360 m,551 m,1 529 m,1 425 m,1 051 m,2 045 m,2 423 m,1 100 m,987 m
52,https://www.bezrealitky.cz/nemovitosti-byty-domy/760066-nabidka-prodej-bytu-17-listopadu-koprivnice,2 090 000 Kč,NaN,NaN,NaN,PRODEJ,"17. listopadu, Kopřivnice, Moravskoslezský kraj",760066,2+1,Dobrý,NaN,Družstevní,Panel,45 m²,Částečně,8,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,374 m,1 872 m,328 m,1 083 m,637 m,1 324 m,203 m,471 m,3 074 m,138 m
53,https://www.bezrealitky.cz/nemovitosti-byty-domy/760043-nabidka-prodej-bytu-bratri-stefanu-hradec-kralove,4 110 000 Kč,NaN,NaN,NaN,PRODEJ,"Bratří Štefanů, Hradec Králové - Slezské Předměstí, Královéhradecký kraj",760043,3+1,Dobrý,NaN,Osobní,Panel,73 m²,Částečně,2,NaN,1.0,1.0,NaN,NaN,1.0,1.0,NaN,1.0,NaN,NaN,122 m,4 011 m,619 m,1 692 m,1 413 m,1 672 m,1 739 m,1 877 m,1 605 m,4 128 m
54,https://www.bezrealitky.cz/nemovitosti-byty-domy/759984-nabidka-prodej-bytu-bezdekov,3 196 800 Kč,NaN,NaN,NaN,PRODEJ,"Bezděkov u Klatov, Plzeňský kraj",759984,3+1,Velmi dobrý,NaN,Osobní,Cihla,94 m²,Částečně,2,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,1.0,NaN,NaN,594 m,4 910 m,4 641 m,5 299 m,574 m,5 730 m,4 124 m,4 456 m,4 861 m,4 868 m
55,https://www.bezrealitky.cz/nemovitosti-byty-domy/759873-nabidka-prodej-bytu-nam-sokolovske-liberec,4 933 700 Kč,NaN,NaN,NaN,PRODEJ,"nám. Sokolovské, Liberec, Liberecký kraj",759873,3+1,Velmi dobrý,NaN,Osobní,Cihla,85 m²,Vybaveno,NaN,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
