Index,URL,CENA,POPLATKY ZA SLUŽBY,POPLATKY ZA ENERGIE,VRATNÁ KAUCE,TYP NABÍDKY,LOKACE,ČÍSLO INZERÁTU,DISPOZICE,STAV,DOSTUPNÉ OD,VLASTNICTVÍ,TYP BUDOVY,PLOCHA,VYBAVENO,PODLAŽÍ,PENB,Internet,Energie,Balkón,Terasa,Sklep,Lodžie,Bezbariérový přístup,Parkování,Výtah,Garáž,MHD,Pošta,Obchod,Banka,Restaurace,Lékárna,Škola,Mateřská škola,Sportoviště,Hřiště
11,https://www.bezrealitky.cz/nemovitosti-byty-domy/725246-nabidka-pronajem-bytu-ve-strani,17 000 Kč,1 000 Kč,NaN,25 000 Kč,PRONÁJEM,"Ve Stráni, Herink, Středočeský kraj",725246,2+kk,Novostavba,10. 4. 2023,NaN,Ostatní,48 m²,Částečně,2,B,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,820 m,2 758 m,958 m,8 159 m,4 269 m,6 393 m,6 484 m,3 915 m,2 547 m,939 m
12,https://www.bezrealitky.cz/nemovitosti-byty-domy/776332-nabidka-pronajem-bytu-turnovska-hlavni-mesto-praha,21 500 Kč,2 300 Kč,1 200 Kč,44 000 Kč,PRONÁJEM,"Turnovská, Praha - Libeň",776332,2+kk,Novostavba,1. 5. 2023,NaN,Cihla,58 m²,Částečně,5,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,199 m,202 m,86 m,412 m,109 m,644 m,411 m,295 m,45 m,214 m
13,https://www.bezrealitky.cz/nemovitosti-byty-domy/689650-nabidka-pronajem-bytu-hradecka-praha,29 500 Kč,5 500 Kč,NaN,20 000 Kč,PRONÁJEM,"Hradecká, Praha - Vinohrady",689650,3+kk,Velmi dobrý,1. 5. 2023,Osobní,Cihla,88 m²,Nevybaveno,4,D,1.0,1.0,NaN,NaN,NaN,1.0,NaN,NaN,1.0,1.0,267 m,160 m,135 m,319 m,74 m,358 m,325 m,80 m,272 m,338 m
14,https://www.bezrealitky.cz/nemovitosti-byty-domy/498710-nabidka-pronajem-bytu-na-folimance-praha-2,12 200 Kč,3 800 Kč,NaN,16 000 Kč,PRONÁJEM,"Na Folimance, Praha - Vinohrady",498710,1+kk,NaN,11. 4. 2023,Osobní,Cihla,33 m²,Vybaveno,5,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,365 m,651 m,290 m,777 m,153 m,418 m,422 m,617 m,103 m,183 m
15,https://www.bezrealitky.cz/nemovitosti-byty-domy/711674-nabidka-pronajem-bytu-umelecka-hlavni-mesto-praha,18 500 Kč,NaN,NaN,40 000 Kč,PRONÁJEM,"Umělecká, Praha - Holešovice",711674,2+kk,Novostavba,1. 5. 2023,Osobní,Cihla,55 m²,Nevybaveno,3,E,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,179 m,550 m,128 m,435 m,153 m,267 m,78 m,652 m,137 m,479 m
16,https://www.bezrealitky.cz/nemovitosti-byty-domy/716903-nabidka-pronajem-bytu-chladkova-brno,12 500 Kč,400 Kč,3 400 Kč,12 500 Kč,PRONÁJEM,"Chládkova, Brno - Žabovřesky, Jihomoravský kraj",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106 m,481 m,145 m,145 m,141 m,451 m,668 m,394 m,588 m,192 m
17,https://www.bezrealitky.cz/nemovitosti-byty-domy/774584-nabidka-pronajem-bytu-polackova-sokolov,13 000 Kč,3 800 Kč,1 200 Kč,30 000 Kč,PRONÁJEM,"Poláčkova, Sokolov, Karlovarský kraj",774584,3+1,Velmi dobrý,1. 7. 2023,NaN,Panel,68 m²,Vybaveno,2,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,395 m,793 m,521 m,730 m,810 m,762 m,430 m,2 190 m,842 m,313 m
18,https://www.bezrealitky.cz/nemovitosti-byty-domy/704386-nabidka-pronajem-bytu-lazaretni-plzen,7 200 Kč,1 150 Kč,2 250 Kč,15 000 Kč,PRONÁJEM,"Lazaretní, Plzeň - Doubravka, Plzeňský kraj",704386,1+kk,Novostavba,1. 7. 2023,Osobní,Cihla,49 m²,Částečně,1,A,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,178 m,626 m,258 m,3 565 m,621 m,685 m,564 m,529 m,1 094 m,548 m
19,https://www.bezrealitky.cz/nemovitosti-byty-domy/493811-nabidka-pronajem-bytu-vrsovicka-praha,19 800 Kč,3 000 Kč,NaN,25 000 Kč,PRONÁJEM,"Vršovická, Praha - Vršovice",493811,2+kk,NaN,20. 2. 2023,Osobní,Cihla,45 m²,Vybaveno,3,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,101 m,449 m,87 m,318 m,29 m,429 m,613 m,374 m,268 m,413 m
20,https://www.bezrealitky.cz/nemovitosti-byty-domy/775635-nabidka-pronajem-bytu-banselova-ruzinov,420 €,NaN,110 €,500 €,PRONÁJEM,"Banšelova, Ružinov - Trnávka, Bratislavský kraj",775635,Jednopokojový,Velmi dobrý,15. 5. 2023,NaN,Cihla,44 m²,Vybaveno,2,B,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,227 m,1 385 m,205 m,225 m,138 m,1 050 m,706 m,40 m,1 423 m,48 m
21,https://www.bezrealitky.cz/nemovitosti-byty-domy/447287-nabidka-pronajem-bytu-nuselska,13 900 Kč,3 000 Kč,NaN,30 000 Kč,PRONÁJEM,"Nuselská, Praha - Michle",447287,Garsoniéra,NaN,1. 4. 2023,Osobní,Cihla,25 m²,Vybaveno,2,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75 m,451 m,312 m,104 m,127 m,1 121 m,213 m,644 m,475 m,293 m
22,https://www.bezrealitky.cz/nemovitosti-byty-domy/769348-nabidka-pronajem-bytu-na-kopci-karvina,8 800 Kč,3 990 Kč,700 Kč,20 000 Kč,PRONÁJEM,"Na Kopci, Karviná-město, Moravskoslezský kraj",769348,2+kk,Velmi dobrý,1. 4. 2023,NaN,Panel,58 m²,Vybaveno,4,E,1.0,1.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,733 m,439 m,753 m,2 780 m,405 m,808 m,333 m,1 516 m,2 806 m,1 085 m
23,https://www.bezrealitky.cz/nemovitosti-byty-domy/774430-nabidka-pronajem-bytu-americka-hlavni-mesto-praha,21 000 Kč,6 000 Kč,NaN,21 000 Kč,PRONÁJEM,"Americká, Praha - Vinohrady",774430,2+kk,Velmi dobrý,1. 5. 2023,NaN,Cihla,56 m²,Částečně,5,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,775 m,1 066 m,1 865 m,3 652 m,1 251 m,3 474 m,2 094 m,3 402 m,1 165 m,2 275 m
24,https://www.bezrealitky.cz/nemovitosti-byty-domy/771207-nabidka-pronajem-bytu-hornomecholupska-praha,20 000 Kč,5 000 Kč,NaN,40 000 Kč,PRONÁJEM,"Hornoměcholupská, Praha - Hostivař",771207,3+kk,Velmi dobrý,16. 3. 2023,Osobní,Panel,67 m²,Částečně,4,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,1.0,NaN,155 m,283 m,308 m,1 829 m,289 m,330 m,481 m,636 m,568 m,331 m
25,https://www.bezrealitky.cz/nemovitosti-byty-domy/772009-nabidka-pronajem-bytu-karla-guta-hlavni-mesto-praha,20 000 Kč,390 Kč,3 781 Kč,40 000 Kč,PRONÁJEM,"Karla Guta, Praha - Uhříněves",772009,2+kk,Novostavba,21. 3. 2023,NaN,Cihla,50 m²,Částečně,5,B,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,194 m,451 m,137 m,543 m,148 m,403 m,1 025 m,1 159 m,1 215 m,344 m
26,https://www.bezrealitky.cz/nemovitosti-byty-domy/776288-nabidka-pronajem-bytu-jaroslava-foglara-praha,16 500 Kč,NaN,1 500 Kč,33 000 Kč,PRONÁJEM,"Jaroslava Foglara, Praha - Stodůlky",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,340 m,1 741 m,374 m,1 416 m,434 m,1 768 m,633 m,1 600 m,370 m,132 m
27,https://www.bezrealitky.cz/nemovitosti-byty-domy/698093-nabidka-pronajem-bytu-ledvinova-hlavni-mesto-praha,12 000 Kč,2 000 Kč,NaN,12 000 Kč,PRONÁJEM,"Ledvinova, Praha - Chodov",698093,1+1,Velmi dobrý,1. 5. 2023,Osobní,Panel,30 m²,Vybaveno,1,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,76 m,280 m,222 m,784 m,208 m,222 m,407 m,224 m,728 m,83 m
28,https://www.bezrealitky.cz/nemovitosti-byty-domy/772633-nabidka-pronajem-bytu-hyacintova-hlavni-mesto-praha,19 500 Kč,1 000 Kč,4 500 Kč,39 000 Kč,PRONÁJEM,"Hyacintová, Praha - Záběhlice",772633,2+1,Velmi dobrý,1. 4. 2023,NaN,Ostatní,71 m²,Vybaveno,3,G,1.0,1.0,NaN,1.0,NaN,NaN,1.0,NaN,1.0,1.0,213 m,1 074 m,363 m,1 796 m,4 m,264 m,83 m,742 m,278 m,267 m
29,https://www.bezrealitky.cz/nemovitosti-byty-domy/775624-nabidka-pronajem-bytu-nova-jihlava,13 000 Kč,NaN,3 500 Kč,25 000 Kč,PRONÁJEM,"Nová, Jihlava - Bedřichov u Jihlavy, Kraj Vysočina",775624,2+kk,Velmi dobrý,1. 5. 2023,NaN,Cihla,44 m²,Částečně,1,G,1.0,1.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,NaN,179 m,1 342 m,563 m,2 946 m,860 m,620 m,338 m,2 684 m,380 m,1 251 m
30,https://www.bezrealitky.cz/nemovitosti-byty-domy/500508-nabidka-pronajem-bytu-syllabova-ostrava,5 400 Kč,2 500 Kč,NaN,10 000 Kč,PRONÁJEM,"Syllabova, Ostrava - Zábřeh-VŽ, Moravskoslezský kraj",500508,1+1,NaN,16. 4. 2023,Obecní,Cihla,40 m²,Částečně,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,824 m,1 669 m,1 611 m,2 013 m,745 m,1 785 m,2 062 m,1 910 m,710 m,1 725 m
31,https://www.bezrealitky.cz/nemovitosti-byty-domy/692780-nabidka-pronajem-bytu-brandtova-usti-nad-labem,8 500 Kč,2 500 Kč,NaN,22 000 Kč,PRONÁJEM,"Brandtova, Ústí nad Labem - Dobětice, Ústecký kraj",692780,2+kk,Velmi dobrý,1. 6. 2023,Osobní,Panel,40 m²,Částečně,6,F,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,1.0,NaN,303 m,1 979 m,1 149 m,4 145 m,1 676 m,725 m,3 335 m,2 406 m,2 319 m,299 m
32,https://www.bezrealitky.cz/nemovitosti-byty-domy/720267-nabidka-pronajem-bytu-u-stojanu,14 800 Kč,4 750 Kč,NaN,28 000 Kč,PRONÁJEM,"U Stojanu, Praha - Chodov",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33,https://www.bezrealitky.cz/nemovitosti-byty-domy/720261-nabidka-pronajem-bytu-u-stojanu,15 000 Kč,4 750 Kč,NaN,30 000 Kč,PRONÁJEM,"U Stojanu, Praha - Chodov",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34,https://www.bezrealitky.cz/nemovitosti-byty-domy/341057-nabidka-pronajem-bytu-vysokoskolska,16 000 Kč,4 000 Kč,NaN,NaN,PRONÁJEM,"Vysokoškolská, Praha - Suchdol",341057,2+1,Velmi dobrý,1. 5. 2023,Osobní,Cihla,45 m²,Vybaveno,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,185 m,588 m,183 m,218 m,119 m,667 m,1 182 m,577 m,590 m,211 m
35,https://www.bezrealitky.cz/nemovitosti-byty-domy/772777-nabidka-pronajem-bytu-svedska-kladno,9 100 Kč,2 250 Kč,1 200 Kč,24 500 Kč,PRONÁJEM,"Švédská, Kladno - Kročehlavy, Středočeský kraj",772777,1+kk,Velmi dobrý,3. 4. 2023,NaN,Panel,40 m²,Nevybaveno,2,C,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,196 m,1 879 m,387 m,2 222 m,655 m,660 m,406 m,724 m,1 708 m,483 m
36,https://www.bezrealitky.cz/nemovitosti-byty-domy/775749-nabidka-pronajem-bytu-nad-okrouhlikem-praha,24 706 Kč,3 746 Kč,NaN,57 000 Kč,PRONÁJEM,"Nad Okrouhlíkem, Praha - Libeň",775749,2+kk,Dobrý,31. 3. 2023,Osobní,Ostatní,70 m²,NaN,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,539 m,785 m,540 m,696 m,477 m,732 m,758 m,631 m,2 156 m,152 m
37,https://www.bezrealitky.cz/nemovitosti-byty-domy/775482-nabidka-pronajem-bytu-na-okruhu-praha,11 176 Kč,4 051 Kč,NaN,NaN,PRONÁJEM,"Na Okruhu, Praha - Písnice",775482,1+kk,Dobrý,28. 3. 2023,Osobní,Ostatní,20 m²,NaN,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,175 m,1 145 m,234 m,4 398 m,307 m,264 m,204 m,2 604 m,2 199 m,754 m
38,https://www.bezrealitky.cz/nemovitosti-byty-domy/775448-nabidka-pronajem-bytu-kabesova-praha,21 000 Kč,5 899 Kč,NaN,NaN,PRONÁJEM,"Kabešova, Praha - Vysočany",775448,2+1,Dobrý,1. 6. 2023,Osobní,Ostatní,57 m²,NaN,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,580 m,2 456 m,268 m,2 004 m,1 687 m,911 m,1 176 m,2 107 m,3 632 m,172 m
39,https://www.bezrealitky.cz/nemovitosti-byty-domy/775425-nabidka-pronajem-bytu-u-plynarny-praha,17 300 Kč,4 119 Kč,NaN,NaN,PRONÁJEM,"U Plynárny, Praha - Michle",775425,2+kk,Dobrý,1. 6. 2023,Osobní,Ostatní,55 m²,NaN,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7 m,1 294 m,154 m,1 586 m,609 m,173 m,1 730 m,792 m,1 005 m,105 m
40,https://www.bezrealitky.cz/nemovitosti-byty-domy/774590-nabidka-pronajem-bytu-dagmar-buresove-praha,27 058 Kč,4 817 Kč,NaN,NaN,PRONÁJEM,"Dagmar Burešové, Praha - Žižkov",774590,3+kk,Dobrý,24. 3. 2023,Osobní,Ostatní,82 m²,NaN,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,284 m,1 232 m,408 m,703 m,404 m,746 m,595 m,214 m,378 m,106 m
41,https://www.bezrealitky.cz/nemovitosti-byty-domy/770726-nabidka-pronajem-bytu-konevova-praha,17 614 Kč,3 046 Kč,NaN,20 000 Kč,PRONÁJEM,"Koněvova, Praha - Žižkov",770726,1+kk,Dobrý,14. 3. 2023,Osobní,Ostatní,37 m²,NaN,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85 m,243 m,89 m,432 m,132 m,177 m,276 m,461 m,159 m,262 m
42,https://www.bezrealitky.cz/nemovitosti-byty-domy/768322-nabidka-pronajem-bytu-5-kvetna-hlavni-mesto-praha,24 103 Kč,1 861 Kč,NaN,60 000 Kč,PRONÁJEM,"5. května, Praha - Nusle",768322,2+kk,Velmi dobrý,1. 4. 2023,NaN,Cihla,47 m²,Částečně,6,B,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,314 m,1 424 m,273 m,515 m,226 m,518 m,517 m,641 m,392 m,603 m
43,https://www.bezrealitky.cz/nemovitosti-byty-domy/768317-nabidka-pronajem-bytu-v-honech-klecany,12 941 Kč,2 854 Kč,NaN,35 000 Kč,PRONÁJEM,"V Honech, Klecany, Středočeský kraj",768317,1+kk,Dobrý,1. 4. 2023,NaN,Cihla,32 m²,Částečně,5,B,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,137 m,2 164 m,1 954 m,26 176 m,1 925 m,2 657 m,1 660 m,445 m,9 986 m,0 m
44,https://www.bezrealitky.cz/nemovitosti-byty-domy/768297-nabidka-pronajem-bytu-plzenska-praha,16 471 Kč,2 973 Kč,NaN,33 000 Kč,PRONÁJEM,"Plzeňská, Praha - Smíchov",768297,1+kk,Dobrý,20. 2. 2023,Osobní,Ostatní,34 m²,NaN,1,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,223 m,1 700 m,127 m,774 m,189 m,120 m,357 m,348 m,2 260 m,192 m
45,https://www.bezrealitky.cz/nemovitosti-byty-domy/750748-nabidka-pronajem-bytu-cerpadlova-praha,19 900 Kč,3 500 Kč,NaN,30 000 Kč,PRONÁJEM,"Čerpadlová, Praha - Vysočany",750748,2+kk,Novostavba,12. 3. 2023,Osobní,Ostatní,57 m²,Nevybaveno,5,B,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,243 m,1 447 m,304 m,995 m,365 m,896 m,304 m,1 098 m,1 355 m,1 134 m
46,https://www.bezrealitky.cz/nemovitosti-byty-domy/634561-nabidka-pronajem-bytu-udolni-brno,16 000 Kč,2 200 Kč,400 Kč,16 000 Kč,PRONÁJEM,"Údolní, Brno - Veveří, Jihomoravský kraj",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148 m,815 m,279 m,461 m,85 m,11 m,291 m,215 m,323 m,286 m
47,https://www.bezrealitky.cz/nemovitosti-byty-domy/772761-nabidka-pronajem-bytu-jiraskova-litvinov,8 500 Kč,NaN,NaN,8 500 Kč,PRONÁJEM,"Jiráskova, Horní Litvínov, Ústecký kraj",772761,2+kk,Velmi dobrý,25. 3. 2023,NaN,Cihla,55 m²,Částečně,2,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,52 m,499 m,214 m,347 m,170 m,196 m,812 m,1 482 m,2 066 m,479 m
48,https://www.bezrealitky.cz/nemovitosti-byty-domy/772757-nabidka-pronajem-bytu-jiraskova-litvinov,12 500 Kč,NaN,NaN,12 500 Kč,PRONÁJEM,"Jiráskova, Horní Litvínov, Ústecký kraj",772757,3+kk,Velmi dobrý,25. 3. 2023,NaN,Cihla,98 m²,Částečně,2,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,52 m,499 m,214 m,347 m,170 m,196 m,812 m,1 482 m,2 066 m,479 m
49,https://www.bezrealitky.cz/nemovitosti-byty-domy/776253-nabidka-pronajem-bytu-j-opletala-frydek-mistek,8 717 Kč,2 533 Kč,1 250 Kč,25 000 Kč,PRONÁJEM,"J. Opletala, Frýdek-Místek - Místek, Moravskoslezský kraj",776253,1+1,Velmi dobrý,9. 4. 2023,NaN,Panel,46 m²,Částečně,3,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107 m,956 m,343 m,646 m,309 m,591 m,475 m,350 m,472 m,292 m
50,https://www.bezrealitky.cz/nemovitosti-byty-domy/772751-nabidka-pronajem-bytu-jiraskova-litvinov,11 500 Kč,NaN,NaN,11 500 Kč,PRONÁJEM,"Jiráskova, Horní Litvínov, Ústecký kraj",772751,2+kk,Velmi dobrý,25. 3. 2023,NaN,Cihla,72 m²,Částečně,1,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,52 m,499 m,214 m,347 m,170 m,196 m,812 m,1 482 m,2 066 m,479 m
51,https://www.bezrealitky.cz/nemovitosti-byty-domy/661746-nabidka-pronajem-bytu-zizkova,13 200 Kč,500 Kč,4 500 Kč,26 400 Kč,PRONÁJEM,"Žižkova, Česká Lípa, Liberecký kraj",661746,3+kk,Velmi dobrý,9. 4. 2023,Osobní,Cihla,71 m²,Nevybaveno,1,G,1.0,1.0,NaN,1.0,1.0,NaN,NaN,1.0,NaN,NaN,21 m,190 m,188 m,157 m,113 m,245 m,194 m,157 m,1 561 m,159 m
52,https://www.bezrealitky.cz/nemovitosti-byty-domy/776241-nabidka-pronajem-bytu-habrova-frydek-mistek,5 000 Kč,2 500 Kč,500 Kč,20 000 Kč,PRONÁJEM,"Habrová, Frýdek-Místek - Frýdek, Moravskoslezský kraj",776241,1+kk,Dobrý,1. 5. 2023,NaN,Panel,22 m²,Částečně,1,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,396 m,342 m,248 m,1 229 m,258 m,797 m,711 m,267 m,1 478 m,127 m
53,https://www.bezrealitky.cz/nemovitosti-byty-domy/735570-nabidka-pronajem-bytu,11 000 Kč,1 Kč,1 Kč,22 000 Kč,PRONÁJEM,"Rokytnice nad Jizerou - Dolní Rokytnice, Liberecký kraj",735570,3+kk,Velmi dobrý,1. 5. 2023,NaN,Cihla,70 m²,Vybaveno,1,G,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2 586 m,2 759 m,3 408 m,3 207 m,2 741 m,3 694 m,4 481 m,4 473 m,4 213 m,2 740 m
